order_id,day,shipping_wave,sku_id,quantity
ORD_00088,26,Afternoon,SKU_374,242
ORD_00088,26,Afternoon,SKU_442,267
ORD_00088,26,Afternoon,SKU_439,605
ORD_00089,7,Morning,SKU_272,339
ORD_00089,7,Morning,SKU_052,815
ORD_00089,7,Morning,SKU_446,446
ORD_00089,7,Morning,SKU_014,438
ORD_00090,6,Morning,SKU_463,282
ORD_00090,6,Morning,SKU_416,114
ORD_00090,6,Morning,SKU_017,526
ORD_00090,6,Morning,SKU_250,662
ORD_00090,6,Morning,SKU_445,948
ORD_00090,6,Morning,SKU_386,234
ORD_00091,28,Afternoon,SKU_463,655
ORD_00092,16,Morning,SKU_093,191
ORD_00092,16,Morning,SKU_040,775
ORD_00092,16,Morning,SKU_398,675
ORD_00092,16,Morning,SKU_335,226
ORD_00092,16,Morning,SKU_156,289
ORD_00093,5,Afternoon,SKU_111,1129
ORD_00093,5,Afternoon,SKU_484,527
ORD_00093,5,Afternoon,SKU_326,354
ORD_00093,5,Afternoon,SKU_375,605
ORD_00093,5,Afternoon,SKU_087,186
ORD_00094,26,Morning,SKU_125,426
ORD_00094,26,Morning,SKU_462,123
ORD_00094,26,Morning,SKU_046,581
ORD_00094,26,Morning,SKU_256,408
ORD_00094,26,Morning,SKU_179,613
ORD_00095,15,Afternoon,SKU_037,955
ORD_00095,15,Afternoon,SKU_085,1013
ORD_00095,15,Afternoon,SKU_259,633
ORD_00095,15,Afternoon,SKU_158,307
ORD_00095,15,Afternoon,SKU_070,124
ORD_00096,2,Afternoon,SKU_443,54
ORD_00096,2,Afternoon,SKU_426,139
ORD_00096,2,Afternoon,SKU_327,425
ORD_00096,2,Afternoon,SKU_047,885
ORD_00096,2,Afternoon,SKU_251,567
ORD_00096,2,Afternoon,SKU_194,419
ORD_00096,2,Afternoon,SKU_347,189
ORD_00096,2,Afternoon,SKU_093,85
ORD_00097,27,Afternoon,SKU_080,339
ORD_00097,27,Afternoon,SKU_115,484
ORD_00098,19,Morning,SKU_218,472
ORD_00098,19,Morning,SKU_481,1373
ORD_00098,19,Morning,SKU_460,207
ORD_00098,19,Morning,SKU_369,400
ORD_00098,19,Morning,SKU_191,120
ORD_00098,19,Morning,SKU_087,773
ORD_00099,6,Afternoon,SKU_414,611
ORD_00100,20,Morning,SKU_244,571
ORD_00100,20,Morning,SKU_415,287
ORD_00101,4,Afternoon,SKU_352,143
ORD_00101,4,Afternoon,SKU_018,118
ORD_00101,4,Afternoon,SKU_290,937
ORD_00101,4,Afternoon,SKU_055,383
ORD_00101,4,Afternoon,SKU_120,372
ORD_00101,4,Afternoon,SKU_333,1031
ORD_00102,22,Afternoon,SKU_031,296
ORD_00102,22,Afternoon,SKU_093,316
ORD_00102,22,Afternoon,SKU_195,142
ORD_00103,7,Afternoon,SKU_174,244
ORD_00103,7,Afternoon,SKU_428,443
ORD_00104,3,Morning,SKU_495,256
ORD_00104,3,Morning,SKU_305,384
ORD_00105,5,Afternoon,SKU_068,627
ORD_00105,5,Afternoon,SKU_324,881
ORD_00105,5,Afternoon,SKU_259,118
ORD_00105,5,Afternoon,SKU_452,526
ORD_00105,5,Afternoon,SKU_028,493
ORD_00105,5,Afternoon,SKU_286,123
ORD_00106,15,Afternoon,SKU_235,899
ORD_00106,15,Afternoon,SKU_290,1466
ORD_00106,15,Afternoon,SKU_331,564
ORD_00106,15,Afternoon,SKU_244,63
ORD_00107,5,Afternoon,SKU_159,487
ORD_00107,5,Afternoon,SKU_244,1298
ORD_00108,11,Morning,SKU_409,469
ORD_00108,11,Morning,SKU_481,243
ORD_00109,22,Morning,SKU_234,258
ORD_00109,22,Morning,SKU_459,570
ORD_00109,22,Morning,SKU_156,127
ORD_00109,22,Morning,SKU_324,532
ORD_00109,22,Morning,SKU_279,337
ORD_00109,22,Morning,SKU_068,235
ORD_00109,22,Morning,SKU_093,271
ORD_00109,22,Morning,SKU_070,449
ORD_00110,4,Morning,SKU_490,1095
ORD_00110,4,Morning,SKU_079,356
ORD_00110,4,Morning,SKU_475,448
ORD_00110,4,Morning,SKU_409,209
ORD_00110,4,Morning,SKU_497,269
ORD_00111,2,Afternoon,SKU_049,855
ORD_00111,2,Afternoon,SKU_134,860
ORD_00111,2,Afternoon,SKU_186,141
ORD_00111,2,Afternoon,SKU_009,465
ORD_00111,2,Afternoon,SKU_445,919
ORD_00111,2,Afternoon,SKU_340,38
ORD_00112,2,Morning,SKU_405,229
ORD_00112,2,Morning,SKU_375,719
ORD_00112,2,Morning,SKU_462,273
ORD_00112,2,Morning,SKU_087,989
ORD_00112,2,Morning,SKU_403,97
ORD_00112,2,Morning,SKU_052,844
ORD_00113,6,Afternoon,SKU_331,266
ORD_00113,6,Afternoon,SKU_312,139
ORD_00113,6,Afternoon,SKU_064,98
ORD_00114,21,Afternoon,SKU_256,467
ORD_00114,21,Afternoon,SKU_087,1006
ORD_00114,21,Afternoon,SKU_456,279
ORD_00114,21,Afternoon,SKU_489,750
ORD_00114,21,Afternoon,SKU_270,110
ORD_00115,24,Afternoon,SKU_450,296
ORD_00115,24,Afternoon,SKU_040,864
ORD_00115,24,Afternoon,SKU_248,902
ORD_00115,24,Afternoon,SKU_019,141
ORD_00115,24,Afternoon,SKU_174,318
ORD_00116,14,Morning,SKU_388,267
ORD_00116,14,Morning,SKU_443,58
ORD_00116,14,Morning,SKU_305,697
ORD_00116,14,Morning,SKU_403,275
ORD_00116,14,Morning,SKU_067,951
ORD_00116,14,Morning,SKU_387,98
ORD_00116,14,Morning,SKU_010,221
ORD_00116,14,Morning,SKU_051,83
ORD_00117,5,Afternoon,SKU_186,427
ORD_00117,5,Afternoon,SKU_052,550
ORD_00117,5,Afternoon,SKU_159,343
ORD_00118,8,Afternoon,SKU_041,224
ORD_00118,8,Afternoon,SKU_360,477
ORD_00118,8,Afternoon,SKU_481,1395
ORD_00118,8,Afternoon,SKU_087,1060
ORD_00118,8,Afternoon,SKU_406,122
ORD_00119,17,Morning,SKU_475,309
ORD_00119,17,Morning,SKU_280,870
ORD_00119,17,Morning,SKU_251,129
ORD_00120,19,Morning,SKU_353,340
ORD_00120,19,Morning,SKU_379,198
ORD_00120,19,Morning,SKU_244,678
ORD_00120,19,Morning,SKU_441,199
ORD_00120,19,Morning,SKU_189,879
ORD_00120,19,Morning,SKU_162,787
ORD_00121,13,Morning,SKU_186,296
ORD_00121,13,Morning,SKU_326,65
ORD_00122,26,Afternoon,SKU_226,505
ORD_00122,26,Afternoon,SKU_018,512
ORD_00122,26,Afternoon,SKU_109,476
ORD_00122,26,Afternoon,SKU_394,360
ORD_00122,26,Afternoon,SKU_331,419
ORD_00123,3,Afternoon,SKU_452,909
ORD_00123,3,Afternoon,SKU_207,358
ORD_00123,3,Afternoon,SKU_174,297
ORD_00123,3,Afternoon,SKU_360,448
ORD_00123,3,Afternoon,SKU_149,354
ORD_00124,26,Afternoon,SKU_360,155
ORD_00124,26,Afternoon,SKU_120,240
ORD_00124,26,Afternoon,SKU_313,897
ORD_00124,26,Afternoon,SKU_351,893
ORD_00125,23,Afternoon,SKU_375,706
ORD_00125,23,Afternoon,SKU_485,260
ORD_00125,23,Afternoon,SKU_047,1055
ORD_00125,23,Afternoon,SKU_318,315
ORD_00125,23,Afternoon,SKU_379,105
ORD_00125,23,Afternoon,SKU_448,156
ORD_00126,10,Morning,SKU_270,163
ORD_00126,10,Morning,SKU_481,973
ORD_00126,10,Morning,SKU_144,953
ORD_00127,24,Morning,SKU_460,216
ORD_00127,24,Morning,SKU_010,181
ORD_00127,24,Morning,SKU_297,561
ORD_00127,24,Morning,SKU_144,771
ORD_00127,24,Morning,SKU_083,515
ORD_00127,24,Morning,SKU_405,199
ORD_00128,23,Morning,SKU_405,642
ORD_00129,7,Morning,SKU_408,140
ORD_00129,7,Morning,SKU_077,187
ORD_00129,7,Morning,SKU_352,762
ORD_00130,23,Afternoon,SKU_416,411
ORD_00130,23,Afternoon,SKU_046,318
ORD_00130,23,Afternoon,SKU_188,482
ORD_00130,23,Afternoon,SKU_111,924
ORD_00131,5,Morning,SKU_360,104
ORD_00131,5,Morning,SKU_090,103
ORD_00131,5,Morning,SKU_158,339
ORD_00131,5,Morning,SKU_170,882
ORD_00131,5,Morning,SKU_378,848
ORD_00131,5,Morning,SKU_189,825
ORD_00132,1,Afternoon,SKU_360,237
ORD_00132,1,Afternoon,SKU_145,476
ORD_00132,1,Afternoon,SKU_187,367
ORD_00132,1,Afternoon,SKU_007,909
ORD_00132,1,Afternoon,SKU_184,340
ORD_00133,11,Afternoon,SKU_156,249
ORD_00133,11,Afternoon,SKU_189,340
ORD_00133,11,Afternoon,SKU_255,337
ORD_00133,11,Afternoon,SKU_324,900
ORD_00134,28,Morning,SKU_084,831
ORD_00134,28,Morning,SKU_044,253
ORD_00134,28,Morning,SKU_373,346
ORD_00134,28,Morning,SKU_304,619
ORD_00135,30,Afternoon,SKU_094,834
ORD_00135,30,Afternoon,SKU_119,105
ORD_00135,30,Afternoon,SKU_156,93
ORD_00135,30,Afternoon,SKU_235,227
ORD_00135,30,Afternoon,SKU_288,898
ORD_00135,30,Afternoon,SKU_055,210
ORD_00135,30,Afternoon,SKU_342,61
ORD_00136,8,Afternoon,SKU_159,165
ORD_00136,8,Afternoon,SKU_414,517
ORD_00136,8,Afternoon,SKU_478,154
ORD_00136,8,Afternoon,SKU_360,117
ORD_00136,8,Afternoon,SKU_263,443
